Task ID: 1	Task: acid stain concrete
		2	best river rafting destinations
		2	where to find the best whitewater raft trips
		1	California white water rafting
		1	Canyon White Water Rafting
		1	Center White Water Rafting
		1	Details White Water Rafting
		1	Ecuador White Water Rafting
		1	England White Water Rafting
		1	Outdoor White Water Rafting
		1	River White Water Rafting
		1	Runners White Water Rafting
		1	Utah white water rafting
		1	Valley Rafting White Water
		1	White Water Rafting Arkansas
		1	White Water Rafting Colorado Springs
		1	White Water Rafting Experience
		1	White Water Rafting Georgia
		1	White Water Rafting Missouri
		1	White Water Rafting Ohio
		1	White Water Rafting Pigeon Forge
		1	White Water Rafting West Virginia
		1	White Water Rafting in Bryson
		1	White Water Rafting in Buena
		1	White water rafting uk
		1	california whitewater rafting river trips
		1	colorado river
		1	colorado white water rafting
		1	colorado whitewater
		1	colorado whitewater river rafting
		1	england white water rafting
		1	florida river guides
		1	georgia river flows
		1	montana river guides
		1	ocoee river whitewater rafting
		1	offered guided whitewater rafting trips
		1	pocono whitewater rafting
		1	release white water rafting
		1	river trips
		1	splash white water rafting
		1	tennessee river guides
		1	thunder white water rafting
		1	tn whitewater
		1	utah whitewater
		1	weekend white water rafting
		1	white water rafting africa
		1	white water rafting american river
		1	white water rafting at ohiopyle
		1	white water rafting bali
		1	white water rafting colorado
		1	white water rafting experiences
		1	white water rafting foresters
		1	white water rafting gatlinburg tn
		1	white water rafting georgia
		1	white water rafting grand canyon
		1	white water rafting hells
		1	white water rafting in panama
		1	white water rafting in the smokies
		1	white water rafting kenya
		1	white water rafting maine
		1	white water rafting nc
		1	white water rafting nj
		1	white water rafting okc
		1	white water rafting ottawa
		1	white water rafting pa
		1	white water rafting pennsylvania
		1	white water rafting pigeon forge
		1	white water rafting savegre river
		1	white water rafting tennessee
		1	white water rafting tips
		1	white water rafting tn
		1	white water rafting trips
		1	white water rafting turkey antalya
		1	white water rafting west virginia
		1	whitewater rafting adventures
		1	whitewater rafting and canyoning
		1	whitewater rafting in papua new guinea
		1	whitewater rafting in wales
		1	whitewater rafting norway
		1	whitewater river rafting destinations
		1	wild dam release whitewater
		1	zealand small-group
Task ID: 9	Task: invest in mutual funds
	Subtask ID: 1	Description: How much money should a person invest in mutual funds?
		2	first mutual fund investing
		2	how much money do you need to invest in mutual funds
		2	how to invest in mutual funds beginner series part one
		2	invest in mutual funds through sip
		1	More investing mutual funds
		1	Mutual Fund Investing Related
		1	Mutual Fund Investing analysis
		1	Mutual Fund Investing info
		1	Questions Mutual Funds Investment
		1	RE MUTUAL FUNDS INVESTMENT
		1	base for mutual fund investing
		1	beginner's guide to mutual fund investing
		1	complete beginner's guide to investing in mutual funds
		1	guide to investing in mutual funds
		1	invest in mutual funds
		1	invest in mutual funds or pay off mortgage
		1	invest in mutual funds or real estate
		1	invest in mutual funds or roth ira
		1	learn to invest in mutual funds
		1	mistake in mutual fund investing
		1	mutual fund investing
		1	mutual fund investing the beginner's guide to investing in mutual fun
		1	new investor's guide to mutual funds
		1	on Mutual Fund Investing
		1	reasons to invest in mutual funds
		1	the beginner's guide to investing in mutual funds
		1	the complete beginner's guide to investing in mutual funds
		1	the complete beginner's guide to mutual fund investing
		1	the new investor's guide to mutual fund investing
	Subtask ID: 2	Description: What is the best investment firm for mutual funds?
		2	leading mutual fund investment companies
		1	International Investing Mutual Funds
		1	More investing mutual funds
		1	Mutual Fund Investing Related
		1	Mutual Fund Investing analysis
		1	Questions Mutual Funds Investment
		1	beginner's guide to mutual fund investing
		1	how to invest in mutual funds beginner series part one
		1	invest in mutual funds online hdfc
		1	sbi mutual fund
		1	usaa mutual fund today
	Subtask ID: 3	Description: What are the best or cheap mutual funds?
		2	Best Mutual Funds
		2	Top Mutual Funds
		2	first mutual fund investing
		2	leading mutual fund investment
		2	the best mutual funds to invest in how to spot the best quickly
		1	International Investing Mutual Funds
		1	Load Mutual Fund Investing
		1	More investing mutual funds
		1	Mutual Fund Investing Business
		1	Mutual Fund Investing Related
		1	Mutual Fund Investing analysis
		1	Mutual Fund Investing info
		1	Mutual Funds India
		1	Questions Mutual Funds Investment
		1	RE MUTUAL FUNDS INVESTMENT
		1	Systematic Mutual Fund Investing
		1	beginner's guide to mutual fund investing
		1	buying into a mutual fund
		1	complete beginner's guide to investing in mutual funds
		1	guide to investing in mutual funds
		1	instruments to invest: mutual funds
		1	invest in mutual funds
		1	invest in mutual funds canada
		1	invest in mutual funds for a year
		1	invest in mutual funds for free
		1	invest in mutual funds for long term
		1	invest in mutual funds gold and oil
		1	invest in mutual funds in india
		1	invest in mutual funds in usa
		1	invest in mutual funds india
		1	invest in mutual funds online
		1	invest in mutual funds online hdfc
		1	invest in mutual funds online india
		1	invest in mutual funds or pay off mortgage
		1	invest in mutual funds or real estate
		1	invest in mutual funds or roth ira
		1	invest in mutual funds or stocks
		1	invest in mutual funds philippines
		1	invest in mutual funds through sip
		1	invest in mutual funds uk
		1	investing mutual funds Results
		1	learn to invest in mutual funds
		1	mistake in mutual fund investing
		1	mutual fund
		1	mutual fund investing
		1	mutual fund investing The world
		1	mutual fund investing is the so call
		1	mutual fund investing the beginner's guide to investing in mutual fun
		1	mutual fund investing with a special
		1	mutual funds
		1	new investor's guide to mutual funds
		1	news ranks mutual funds
		1	on Mutual Fund Investing
		1	reasons to invest in mutual funds
		1	sbi mutual fund
		1	tax exempt money market fund
		1	tax saving mutual funds
		1	the beginner's guide to investing in mutual funds
		1	the complete beginner's guide to investing in mutual funds
		1	the complete beginner's guide to mutual fund investing
		1	the new investor's guide to mutual fund investing
		1	time to invest in mutual funds
		1	usaa mutual fund today
		1	what are the best ways to invest in mutual funds
	Subtask ID: 4	Description: How to compare mutual funds or ratings of mutual funds
		2	Mutual Fund Investing analysis
		2	the best mutual funds to invest in how to spot the best quickly
		1	Best Mutual Funds
		1	Group Mutual Fund Investing
		1	International Investing Mutual Funds
		1	More investing mutual funds
		1	Mutual Fund Investing Business
		1	Mutual Fund Investing Related
		1	Mutual Fund Investing Types
		1	Mutual Fund Investing info
		1	Mutual fund investing involves
		1	Mutual fund investing requires
		1	Questions Mutual Funds Investment
		1	Systematic Mutual Fund Investing
		1	Top Mutual Funds
		1	beginner's guide to mutual fund investing
		1	buying into a mutual fund
		1	complete beginner's guide to investing in mutual funds
		1	first mutual fund investing
		1	friendliest online investment platform
		1	fund analyzers
		1	fund assets
		1	fund investor
		1	funds prospectus
		1	guide to investing in mutual funds
		1	how to invest in mutual funds beginner series part one
		1	html investing mutual funds
		1	instruments to invest: mutual funds
		1	invest in mutual funds
		1	invest in mutual funds canada
		1	invest in mutual funds directly
		1	invest in mutual funds for a year
		1	invest in mutual funds for long term
		1	invest in mutual funds gold and oil
		1	invest in mutual funds in india
		1	invest in mutual funds in usa
		1	invest in mutual funds india
		1	invest in mutual funds online
		1	invest in mutual funds online hdfc
		1	invest in mutual funds online india
		1	invest in mutual funds or pay off mortgage
		1	invest in mutual funds or real estate
		1	invest in mutual funds or roth ira
		1	invest in mutual funds or stocks
		1	invest in mutual funds philippines
		1	invest in mutual funds through sip
		1	invest in mutual funds uk
		1	investing mutual funds Results
		1	leading mutual fund investment
		1	learn to invest in mutual funds
		1	mistake in mutual fund investing
		1	mutual fund
		1	mutual fund investing
		1	mutual fund investing The world
		1	mutual fund investing is the so call
		1	mutual fund investing the beginner's guide to investing in mutual fun
		1	mutual fund investing with a special
		1	mutual funds
		1	mutual funds invest in a variety
		1	new investor's guide to mutual funds
		1	news ranks mutual funds
		1	on Mutual Fund Investing
		1	reasons to invest in mutual funds
		1	tax exempt money market fund
		1	tax saving mutual funds
		1	the beginner's guide to investing in mutual funds
		1	the complete beginner's guide to investing in mutual funds
		1	the complete beginner's guide to mutual fund investing
		1	the new investor's guide to mutual fund investing
		1	usaa mutual fund today
	Subtask ID: 5	Description: Calculate return on mutual funds online
		2	invest in mutual funds directly
		1	Mutual Fund Investing Business
		1	Mutual Fund Investing Related
		1	Mutual Fund Investing analysis
		1	Mutual Fund Investing info
		1	Mutual fund investing involves
		1	Mutual fund investing requires
		1	Questions Mutual Funds Investment
		1	RE MUTUAL FUNDS INVESTMENT
		1	Systematic Mutual Fund Investing
		1	aggregated mutual fund reviews
		1	beginner's guide to mutual fund investing
		1	complete beginner's guide to investing in mutual funds
		1	first mutual fund investing
		1	friendliest online investment platform
		1	fund analyzers
		1	fund investor
		1	guide to investing in mutual funds
		1	how to invest in mutual funds beginner series part one
		1	html investing mutual funds
		1	invest in mutual funds
		1	invest in mutual funds canada
		1	invest in mutual funds for a year
		1	invest in mutual funds for long term
		1	invest in mutual funds gold and oil
		1	invest in mutual funds in india
		1	invest in mutual funds in usa
		1	invest in mutual funds india
		1	invest in mutual funds online
		1	invest in mutual funds online hdfc
		1	invest in mutual funds online india
		1	invest in mutual funds or pay off mortgage
		1	invest in mutual funds or real estate
		1	invest in mutual funds or roth ira
		1	invest in mutual funds or stocks
		1	invest in mutual funds philippines
		1	invest in mutual funds through sip
		1	invest in mutual funds uk
		1	investing mutual funds Results
		1	leading mutual fund investment
		1	learn to invest in mutual funds
		1	mistake in mutual fund investing
		1	mutual fund
		1	mutual fund investing
		1	mutual fund investing The world
		1	mutual fund investing is the so call
		1	mutual fund investing the beginner's guide to investing in mutual fun
		1	mutual funds
		1	mutual funds invest in a variety
		1	new investor's guide to mutual funds
		1	news ranks mutual funds
		1	on Mutual Fund Investing
		1	online investment management firms
		1	reasons to invest in mutual funds
		1	sbi mutual fund
		1	tax exempt money market fund
		1	tax saving mutual funds
		1	the beginner's guide to investing in mutual funds
		1	the best mutual funds to invest in how to spot the best quickly
		1	the complete beginner's guide to investing in mutual funds
		1	the complete beginner's guide to mutual fund investing
		1	the new investor's guide to mutual fund investing
		1	usaa mutual fund today
		1	why invest in mutual funds
		1	why to invest in mutual funds
	Subtask ID: 6	Description: Invest in mutual funds via some platform online
		2	friendliest online investment platform
		2	invest in mutual funds directly
		2	invest in mutual funds online
		2	invest in mutual funds online india
		1	Mutual Fund Investing Business
		1	Mutual Fund Investing Related
